用户Id,关注数,粉丝数,关注的人,粉丝
1145849449,0,0,[],[]
1386296807,0,0,[],[]
1389864682,0,0,[],[]
1396107293,2,0,"[9402950, 1421487273]",[]
1034220016,0,0,[],[]
1145707417,0,0,[],[]
1387662379,2,0,"[318013, 1014666793]",[]
8839157,0,0,[],[]
1146135876,0,0,[],[]
1387853711,0,0,[],[]
1392319153,0,0,[],[]
1151835343,0,0,[],[]
1395964039,0,0,[],[]
1391603359,0,0,[],[]
1146500561,0,0,[],[]
1144018540,1,0,[1035675527],[]
1035596125,0,0,[],[]
1035314015,0,0,[],[]
1138677120,3,1,"[1137658143, 1034808552, 1148577752]",[1139376252]
1141465679,0,0,[],[]
1387637801,0,0,[],[]
1390597811,0,0,[],[]
1139005435,3,0,"[1015733610, 1017628023, 1028296679]",[]
1389131387,0,0,[],[]
1017646672,0,0,[],[]
1014580339,0,0,[],[]
1390572443,0,0,[],[]
2809883,0,0,[],[]
1390576073,1,0,[1015733610],[]
1019114166,5,0,"[1032977657, 1029177417, 1029570722, 1029752772, 1028406865]",[]
1027602903,0,0,[],[]
1385853788,0,0,[],[]
1385172460,0,0,[],[]
1386357812,3,0,"[1015733610, 1135312263, 1036087646]",[]
6960116,0,0,[],[]
1387627228,0,0,[],[]
1392269346,0,0,[],[]
1390079893,0,0,[],[]
1385750386,0,0,[],[]
1392336986,0,0,[],[]
1150163893,0,0,[],[]
1021896946,1,0,[1020015178],[]
1146885087,0,0,[],[]
1151278405,0,0,[],[]
1389486948,0,0,[],[]
1392369602,2,0,"[1015733610, 1386585703]",[]
1387894742,0,0,[],[]
1386913409,0,0,[],[]
1386252961,0,0,[],[]
1147945909,0,0,[],[]
1147735502,0,0,[],[]
1143400229,0,0,[],[]
1150342988,3,0,"[1015132041, 1015733610, 1150529121]",[]
1033771931,0,0,[],[]
1147439615,0,0,[],[]
1146883870,0,0,[],[]
1146849124,0,0,[],[]
1385386833,0,0,[],[]
1148122578,0,0,[],[]
1147982435,0,0,[],[]
1146852604,0,0,[],[]
1147429221,0,0,[],[]
1147139307,0,0,[],[]
1390903006,0,0,[],[]
1147611929,0,0,[],[]
1146920829,0,0,[],[]
1150619164,0,0,[],[]
1146851187,0,0,[],[]
1387632938,0,0,[],[]
1146912037,1,1,[1140641067],[1140641067]
1147243327,0,0,[],[]
1146866471,0,0,[],[]
1147770370,1,0,[2493955],[]
1386538759,0,0,[],[]
1146868747,0,1,[],[1147953436]
1146864445,0,0,[],[]
1389034706,0,0,[],[]
1151699177,0,0,[],[]
1151449218,0,0,[],[]
1146315264,0,0,[],[]
1385864310,0,0,[],[]
1147145299,0,0,[],[]
1386307315,0,0,[],[]
1389329908,2,1,"[1144543876, 1028296679]",[1144543876]
1146891356,0,0,[],[]
1146855844,0,0,[],[]
1385525402,0,0,[],[]
1390751194,0,0,[],[]
1148188585,0,0,[],[]
1147296048,0,0,[],[]
1384688833,1,0,[318013],[]
1146864181,0,0,[],[]
1030327879,0,0,[],[]
1392194813,1,0,[1029308952],[]
1017311103,2,0,"[1015101381, 318013]",[]
1149446848,0,0,[],[]
1023444857,0,0,[],[]
1144464254,0,0,[],[]
1149578889,2,0,"[1015733610, 1147573083]",[]
1146854763,0,0,[],[]
6638750,0,0,[],[]
1146197150,0,0,[],[]
1146848139,0,0,[],[]
1390580948,0,0,[],[]
1146883093,0,0,[],[]
1147615865,0,0,[],[]
1024977074,0,0,[],[]
1146854262,0,0,[],[]
5654653,0,0,[],[]
1383511789,0,0,[],[]
1142291992,0,2,[],"[1428585831, 1399249371]"
1386688593,0,0,[],[]
1146925886,6,0,"[1023676221, 318013, 1144548437, 11723079, 1017189476, 1015727351]",[]
1139567645,0,0,[],[]
1030413101,0,0,[],[]
1150784295,0,0,[],[]
1148203023,0,0,[],[]
1148162136,0,0,[],[]
1146846026,0,0,[],[]
1392342063,0,0,[],[]
1146969656,0,0,[],[]
1147003245,0,0,[],[]
1026338295,1,0,[1147923334],[]
1146855622,0,0,[],[]
1151482258,0,6,[],"[1422833918, 1422386783, 1421374616, 1146527975, 1148468397, 1146452295]"
1143541707,0,0,[],[]
1390237945,0,1,[],[1147181032]
1147140370,0,0,[],[]
1018597115,0,2,[],"[1450403638, 1150533113]"
1030071898,0,0,[],[]
1389644717,0,0,[],[]
1390355399,0,0,[],[]
1392084765,0,0,[],[]
1364668,0,0,[],[]
1146858576,0,0,[],[]
1018484256,3,0,"[1030161831, 1029852894, 1018667808]",[]
1151571471,0,0,[],[]
1388147067,0,0,[],[]
1387460425,92,9,"[1021347744, 1429673396, 1396887751, 1395608998, 1143204393, 1137600734, 1413241005, 1151208591, 1020315974, 1024912525, 1408823140, 1137827468, 1140978844, 1435234774, 1403864333, 1446710875, 1016520823, 1021268477, 12774625, 1447712877, 1397135534, 1446683859, 1447260778, 1387499038, 1397255271, 1449638801, 1402083243, 1406620521, 1142348520, 1448262189, 1449560806, 1444113809, 1404104692, 1036087622, 1019797185, 1397532357, 1147061587, 1448628374, 1407979388, 1383280615, 1387573600, 1447036821, 1386276472, 12611872, 1136733985, 1396288218, 1431499894, 1449548803, 1425039317, 1145689452, 1389371902, 1135336644, 1404556356, 1427603044, 1388578544, 1137567540, 1449812049, 1388884659, 1388662654, 1410313907, 1383277495, 1137334028, 1146396242, 1411625705, 1397257219, 5850197, 1397257285, 1399405542, 1031825295, 1396137063, 1144493989, 1406624197, 1144026405, 1398291533, 1031987801, 1019765462, 1136363163, 1397314464, 1396039324, 1016517500, 1396977967, 1018484952, 1028296679, 1404262108, 1405850425, 5002489, 1139213087, 1402719776, 2439003, 1015111999, 1148075592, 1384369997]","[1388578544, 1425039317, 1020315974, 1447712877, 1149617020, 1447260778, 1410313907, 1435234774, 1389371902]"
1385212780,0,0,[],[]
1030121416,0,0,[],[]
1138674030,0,0,[],[]
1147636441,0,0,[],[]
1385311591,0,0,[],[]
1388851747,1,0,[1015733610],[]
1386249184,0,0,[],[]
1030098299,0,0,[],[]
1386383421,0,0,[],[]
1388505633,0,0,[],[]
1148199469,0,0,[],[]
1146905368,0,0,[],[]
1030159403,0,0,[],[]
1138902772,0,0,[],[]
1392163938,0,0,[],[]
9438892,0,0,[],[]
1026485397,0,0,[],[]
1149151012,0,0,[],[]
1391047641,0,0,[],[]
1146935659,0,0,[],[]
1384873092,0,0,[],[]
1146847134,0,0,[],[]
1146860204,0,0,[],[]
1146906462,0,0,[],[]
1145626510,0,0,[],[]
1392308287,0,0,[],[]
1146848290,0,0,[],[]
1385361923,1,0,[1015654611],[]
1392279222,0,0,[],[]
1141765731,0,0,[],[]
1390582023,0,0,[],[]
1149740106,0,0,[],[]
1146936193,0,0,[],[]
1146858638,0,0,[],[]
1388535964,0,0,[],[]
1389131096,0,0,[],[]
1146574190,0,0,[],[]
1143550469,3,0,"[1015307294, 1387695853, 1024831146]",[]
1388274238,0,0,[],[]
9379591,0,0,[],[]
1386048086,0,0,[],[]
1145777973,0,0,[],[]
1388407178,0,0,[],[]
12818714,0,0,[],[]
1151364440,1,0,[1015733610],[]
1385812341,0,0,[],[]
1030137918,0,0,[],[]
1029815605,0,0,[],[]
1387628884,0,0,[],[]
1146842906,0,0,[],[]
1150734403,0,0,[],[]
1146849155,2,0,"[1141654680, 1020243382]",[]
1030896528,0,0,[],[]
1147031016,0,0,[],[]
1146912283,0,0,[],[]
1139206032,0,0,[],[]
1146856454,0,0,[],[]
1146902147,0,0,[],[]
10932356,3,2,"[1406719940, 2059802, 1034961363]","[1406719940, 1151176774]"
1021079254,0,0,[],[]
1390482783,0,0,[],[]
1146846678,0,0,[],[]
1146850522,0,0,[],[]
1031829001,0,0,[],[]
1030226956,0,0,[],[]
1391368682,0,0,[],[]
1146921172,0,0,[],[]
1146926283,0,0,[],[]
1146899979,0,0,[],[]
1149155822,0,0,[],[]
1146844795,0,0,[],[]
1147173815,0,0,[],[]
1146856197,0,0,[],[]
1389891290,0,0,[],[]
1146885437,0,0,[],[]
1146887889,0,0,[],[]
1147022767,0,0,[],[]
1146901843,0,0,[],[]
1147307929,0,0,[],[]
1138891933,0,0,[],[]
1146850439,2,0,"[1149817182, 1442469769]",[]
1018184723,3,0,"[1017189476, 1141727196, 318013]",[]
1390826404,2,0,"[1015733610, 1028296679]",[]
1151163328,0,0,[],[]
1143450616,0,0,[],[]
1035049610,0,0,[],[]
1148281106,0,0,[],[]
1019489519,0,0,[],[]
1146845307,0,0,[],[]
1143715166,2,0,"[1015733610, 1601013]",[]
1148164663,0,0,[],[]
1014624068,2,0,"[1144049397, 1019766555]",[]
1032207491,0,0,[],[]
1148879747,0,0,[],[]
1388840208,0,0,[],[]
1388584569,0,1,[],[1388530605]
1148197444,0,0,[],[]
1030156945,0,0,[],[]
1147383441,0,0,[],[]
1147508391,0,0,[],[]
1024975946,0,0,[],[]
1019629797,0,0,[],[]
1146866645,0,0,[],[]
1390343836,0,0,[],[]
1385004703,0,0,[],[]
1019904784,0,0,[],[]
1147446248,2,0,"[318013, 4462001]",[]
1389532684,0,0,[],[]
1147695076,0,0,[],[]
1147515021,0,0,[],[]
1391094726,0,0,[],[]
1389008970,0,0,[],[]
1385616636,1,0,[1015733610],[]
1390117397,0,0,[],[]
1388751693,0,0,[],[]
1146855045,0,0,[],[]
1390283105,0,0,[],[]
1147038011,0,0,[],[]
1388110427,0,0,[],[]
1387602337,1,0,[1015733610],[]
1386891288,0,0,[],[]
1146851615,0,0,[],[]
1146886956,0,0,[],[]
1147774832,0,0,[],[]
1387065304,0,0,[],[]
1147025559,0,0,[],[]
1388599144,3,2,"[1388542822, 1143085752, 1388529772]","[1388542822, 1388529772]"
1384492526,0,0,[],[]
1030186289,0,0,[],[]
1146865953,0,0,[],[]
1146850971,0,0,[],[]
1148370781,0,0,[],[]
1392441369,0,0,[],[]
1388463395,0,0,[],[]
1385522976,0,0,[],[]
1146866146,0,0,[],[]
1146904968,0,0,[],[]
1387808202,0,0,[],[]
1030539826,0,0,[],[]
1146853500,0,0,[],[]
1391732104,0,0,[],[]
1389002595,0,0,[],[]
1146862163,0,0,[],[]
1391426346,0,0,[],[]
1019020141,0,0,[],[]
1146848907,0,0,[],[]
1386741916,0,0,[],[]
1142058828,0,0,[],[]
1390875959,0,0,[],[]
1151334632,0,0,[],[]
1392425934,0,0,[],[]
1388544577,0,1,[],[1388667708]
1149792227,0,0,[],[]
1148107172,0,0,[],[]
1146849622,0,0,[],[]
1147308979,0,0,[],[]
1137207711,2,0,"[1413955510, 2569029]",[]
1024491736,0,0,[],[]
1146907622,0,0,[],[]
1388843552,0,0,[],[]
1146865978,0,0,[],[]
1147684115,0,0,[],[]
1147761548,0,0,[],[]
1387899777,0,0,[],[]
1144000618,0,0,[],[]
1146962388,0,0,[],[]
469012,0,0,[],[]
1388624465,0,0,[],[]
1144928975,0,0,[],[]
1148057415,0,0,[],[]
1388728482,1,12,[1388388694],"[1389712149, 1388774212, 1388392804, 1388411687, 1388386823, 1388388694, 1388585116, 1388592108, 1388667708, 1388579613, 1388403243, 1388383693]"
1386717079,0,0,[],[]
1146849703,0,0,[],[]
1148222086,0,0,[],[]
1147082286,0,0,[],[]
1148474401,0,0,[],[]
1146862884,0,0,[],[]
1146883488,0,0,[],[]
1146847238,0,0,[],[]
1030346376,0,1,[],[11861721]
1392370797,0,0,[],[]
1148226640,0,0,[],[]
1025939957,0,0,[],[]
1145903983,0,0,[],[]
1391382911,0,0,[],[]
1390832277,0,0,[],[]
1386680353,0,0,[],[]
1140063019,0,0,[],[]
1146860664,0,0,[],[]
1149908636,3,1,"[1149214003, 1390998129, 1151019428]",[1145708492]
1146851427,0,0,[],[]
1146859560,0,0,[],[]
1386409308,0,0,[],[]
1150234660,0,0,[],[]
1146850746,0,0,[],[]
1149099490,0,0,[],[]
1149380980,0,0,[],[]
1392280857,0,0,[],[]
8133753,0,0,[],[]
1146859055,0,0,[],[]
1146679587,0,0,[],[]
1386822979,0,0,[],[]
1150260225,0,0,[],[]
1024088554,0,0,[],[]
1387565442,0,0,[],[]
1390298777,0,0,[],[]
1388149387,7,8,"[1388544387, 1388262015, 1388302782, 1388579613, 1388086709, 1388579707, 1388090259]","[1388544387, 1388262015, 1388302782, 1388106122, 1388579613, 1388086709, 1388579707, 1388090259]"
1146849493,0,0,[],[]
1146860109,0,0,[],[]
1387655850,0,0,[],[]
1389649990,0,0,[],[]
1147783041,0,0,[],[]
1392261717,1,0,[1021593483],[]
1148201225,0,0,[],[]
1149228988,0,0,[],[]
1148301538,0,0,[],[]
1388746724,0,0,[],[]
1147722915,0,0,[],[]
1148527723,0,0,[],[]
1030337251,0,0,[],[]
1137141145,2,0,"[1015733610, 1036088060]",[]
1387287290,0,0,[],[]
1146904481,0,0,[],[]
1024774355,0,0,[],[]
1386353033,0,0,[],[]
1386997992,0,0,[],[]
7689683,2,1,"[1014453106, 1384560472]",[1014188054]
1026781058,0,0,[],[]
1146859014,0,0,[],[]
1390974455,0,0,[],[]
1391707604,2,0,"[4462001, 1022440978]",[]
1149341383,0,0,[],[]
1143492307,1,0,[1414305772],[]
1391108714,1,0,[1399392246],[]
1146853658,0,0,[],[]
1146859998,0,0,[],[]
1392036722,0,0,[],[]
1148285355,0,0,[],[]
1148282624,0,0,[],[]
1148471225,0,0,[],[]
1146855547,0,0,[],[]
1148027285,0,0,[],[]
1387640086,0,0,[],[]
1389230096,0,0,[],[]
2766842,2,2,"[2743218, 5109482]","[1020091501, 1442168482]"
1146907253,0,0,[],[]
1024912708,0,0,[],[]
1146225103,0,0,[],[]
1032287041,1,0,[1015733610],[]
1388191714,0,0,[],[]
1146886640,0,0,[],[]
1146845290,0,0,[],[]
1146886844,0,0,[],[]
1028807836,0,0,[],[]
1147316092,0,0,[],[]
1033182714,0,0,[],[]
1389907593,0,0,[],[]
1386606831,0,0,[],[]
1023984517,1,0,[1018651898],[]
1147865649,0,0,[],[]
1147429669,0,0,[],[]
1392167378,0,0,[],[]
1385431309,0,0,[],[]
1388280112,0,0,[],[]
1390743700,0,0,[],[]
1387719499,0,0,[],[]
1146578174,0,0,[],[]
1031766188,4,0,"[1566063, 318013, 1752268, 1024831146]",[]
1392140753,0,0,[],[]
1033690719,0,0,[],[]
1146859037,0,0,[],[]
1383442809,0,0,[],[]
1148809072,0,0,[],[]
1147007625,0,0,[],[]
1387900304,0,0,[],[]
1033056139,0,0,[],[]
1150359743,0,0,[],[]
1023869146,0,0,[],[]
1387264743,0,0,[],[]
1386111126,0,0,[],[]
1386109285,0,0,[],[]
1147206795,0,0,[],[]
1139532511,0,0,[],[]
1388513437,0,0,[],[]
1150079205,0,0,[],[]
1146405812,0,0,[],[]
1026144657,0,0,[],[]
1392087598,0,0,[],[]
1146888969,0,0,[],[]
1390232678,0,0,[],[]
1151408606,0,0,[],[]
1147347941,2,0,"[1015733610, 1495412]",[]
1391681225,0,0,[],[]
1136835868,0,0,[],[]
1146884852,1,0,[1408682918],[]
1146846220,0,0,[],[]
1148511385,0,0,[],[]
1142230590,0,0,[],[]
1387633911,0,0,[],[]
1148272261,0,0,[],[]
1146849369,0,0,[],[]
1027745593,9,1,"[1015733610, 1027801890, 9377102, 1385125050, 1494499, 1494497, 1144548437, 1028296679, 1567081]",[1384126238]
1146859836,0,0,[],[]
1385187953,0,0,[],[]
1035681877,0,0,[],[]
1144876804,0,0,[],[]
1389617114,0,0,[],[]
1031972180,21,1,"[9412110, 12138939, 1148073514, 1494751, 1939927, 1019709962, 1149936583, 1493830, 1147435831, 1135181082, 1017339348, 1026192882, 1035943239, 1384382042, 1496813, 1137132699, 1601156, 11646125, 1384324766, 1149397375, 1137827468]",[9412110]
1147750494,0,0,[],[]
1146857456,0,0,[],[]
1387769777,0,0,[],[]
1391498557,0,0,[],[]
1147433403,0,0,[],[]
1148245704,0,0,[],[]
1390809835,0,0,[],[]
1390010266,0,0,[],[]
1391306788,0,0,[],[]
1146882073,0,0,[],[]
1147766012,0,0,[],[]
1150655257,0,0,[],[]
1146852677,0,0,[],[]
1388274935,0,0,[],[]
1386124326,0,0,[],[]
1149448255,0,0,[],[]
1389380352,0,0,[],[]
1391291940,0,0,[],[]
1146999113,0,0,[],[]
1146891246,0,0,[],[]
1146883151,0,0,[],[]
1138893669,1,0,[1496312],[]
1146853077,0,1,[],[1146847762]
1150932473,0,0,[],[]
1389512243,0,1,[],[1389510628]
1146856492,0,0,[],[]
1030179322,1,0,[1015733610],[]
1148477789,0,0,[],[]
1138900050,0,0,[],[]
1146949823,0,0,[],[]
1146846121,0,0,[],[]
1147215097,0,0,[],[]
1143504329,0,0,[],[]
1142912225,0,0,[],[]
1138331920,0,2,[],"[1445553574, 1145831032]"
1147770001,0,0,[],[]
1386310104,0,0,[],[]
1146850762,0,0,[],[]
1148582104,0,0,[],[]
1146882369,0,0,[],[]
1146849517,0,0,[],[]
1390004863,0,0,[],[]
1146849859,0,0,[],[]
1016726858,0,1,[],[1390543897]
1391009531,0,0,[],[]
1147146720,0,0,[],[]
1387077803,0,0,[],[]
1390349612,0,0,[],[]
1148202994,0,0,[],[]
1391001101,0,0,[],[]
1385774946,1,0,[1383900822],[]
1146885461,0,0,[],[]
1146895820,0,0,[],[]
1146885720,0,0,[],[]
1387750932,0,0,[],[]
1146855545,0,0,[],[]
1147083343,0,0,[],[]
1148715148,0,0,[],[]
1385499118,0,0,[],[]
1389716672,0,0,[],[]
4416272,0,0,[],[]
1030345355,0,1,[],[1389641713]
1389666703,0,0,[],[]
1146861055,0,0,[],[]
1136124222,0,0,[],[]
1148221337,0,0,[],[]
1391012108,0,0,[],[]
1385803098,1,0,[1025901395],[]
1391020307,0,0,[],[]
1146301742,0,0,[],[]
1146220098,0,0,[],[]
1151339796,0,0,[],[]
1390727615,0,0,[],[]
1146846199,0,0,[],[]
1388304170,6,9,"[1388302782, 1388374122, 1388381893, 1388661728, 1388258776, 1388090259]","[1388262015, 1388302782, 1388259630, 1388584615, 1388381893, 1388661728, 1388258776, 1388374122, 1388090259]"
1148198513,0,0,[],[]
1146907988,0,0,[],[]
1388391706,0,0,[],[]
1034083033,0,0,[],[]
1390326346,0,0,[],[]
1146850329,0,0,[],[]
1390028164,0,0,[],[]
1138079829,0,0,[],[]
1390635956,0,0,[],[]
1387649102,0,0,[],[]
1150483544,0,0,[],[]
1146847560,0,0,[],[]
1386845140,0,0,[],[]
1146480999,0,0,[],[]
1388546441,1,0,[1024829637],[]
1144017554,0,0,[],[]
1390657717,0,0,[],[]
1148159058,0,0,[],[]
1146867784,0,0,[],[]
1028385205,0,0,[],[]
1389861295,1,0,[1027801890],[]
1147218002,0,0,[],[]
1390401150,0,0,[],[]
1147635099,0,0,[],[]
1389115585,0,0,[],[]
1387117188,0,0,[],[]
1387129166,0,0,[],[]
1147767189,0,0,[],[]
1390467884,0,0,[],[]
1147715216,0,0,[],[]
1386210408,0,0,[],[]
1146853767,0,0,[],[]
1388200239,0,0,[],[]
1146867087,0,0,[],[]
1021423282,0,0,[],[]
1146844987,0,0,[],[]
1150542527,0,0,[],[]
1388749322,0,0,[],[]
1388651659,1,1,[1388588165],[1388588165]
1390400611,0,0,[],[]
1148124318,6,1,"[1015733610, 1144548437, 1015734455, 1015734564, 1029354164, 1150565531]",[4600401]
1146852168,0,0,[],[]
1020870814,0,0,[],[]
1138960113,1,0,[1015733610],[]
1146889609,0,0,[],[]
1148199909,0,0,[],[]
1147763161,0,0,[],[]
1390502680,0,0,[],[]
1147442016,0,0,[],[]
1146838960,0,0,[],[]
1019896023,0,1,[],[1024920448]
1146848805,0,0,[],[]
1146893164,0,0,[],[]
1146854579,0,0,[],[]
1146845378,0,0,[],[]
1148797105,1,0,[1015733610],[]
1151602224,1,0,[1020375764],[]
1146850066,0,0,[],[]
1143246692,0,0,[],[]
1135393791,0,0,[],[]
1146882253,0,0,[],[]
1135911608,0,0,[],[]
1135552948,2,0,"[1015733610, 1148444240]",[]
1150535569,0,0,[],[]
1388895639,0,0,[],[]
1387641372,0,0,[],[]
1389185002,0,0,[],[]
1022205892,2,0,"[12723392, 1442015208]",[]
5443781,0,0,[],[]
1387647154,0,0,[],[]
1388516714,0,0,[],[]
11093408,0,1,[],[1144543876]
1146857902,0,0,[],[]
1388886878,0,7,[],"[1419923747, 1406697609, 1412258875, 1411946738, 1151601903, 1413980155, 1412057572]"
1151190894,0,0,[],[]
1389903632,0,0,[],[]
1024948256,0,0,[],[]
1389709451,0,0,[],[]
1021398937,0,0,[],[]
1151253967,1,0,[1015733610],[]
1387102907,1,0,[1015733610],[]
1029841263,1,0,[1149595784],[]
1146866548,0,0,[],[]
1146853650,0,0,[],[]
1390088057,2,0,"[1015733610, 4462001]",[]
1035170806,0,0,[],[]
594570,0,0,[],[]
1150083913,0,0,[],[]
1030345633,0,0,[],[]
1146885267,0,0,[],[]
1384658523,0,0,[],[]
1388380621,0,0,[],[]
1384533710,0,2,[],"[1447722403, 1448144831]"
1030171149,0,0,[],[]
1386922133,0,0,[],[]
1388278504,0,0,[],[]
1148627112,5,1,"[1147829794, 1493685, 1147960328, 1147573083, 1399239993]",[1147573083]
1145891126,0,0,[],[]
1390362585,4,2,"[1148297834, 1392325745, 1384325636, 1149960500]","[1135163365, 1031443633]"
1030333477,0,0,[],[]
1147194158,0,0,[],[]
1015473917,0,0,[],[]
1147730139,1,0,[318013],[]
1389713760,0,1,[],[510741]
1384214712,0,0,[],[]
1147763378,0,0,[],[]
1014747016,0,0,[],[]
1151287726,0,0,[],[]
1389372702,0,0,[],[]
1141680609,0,0,[],[]
1389722677,0,0,[],[]
1390237912,0,0,[],[]
1136398741,0,1,[],[1144543876]
1140703184,0,0,[],[]
1389354897,0,0,[],[]
1390227789,0,0,[],[]
1021214622,0,0,[],[]
1147769709,0,0,[],[]
1148930237,0,0,[],[]
1389950811,1,0,[1015733610],[]
1386830838,1,0,[1015733610],[]
3530615,4,1,"[1024550233, 1139978464, 1138850114, 1019623469]",[1142440470]
1142472066,0,0,[],[]
1389719368,0,0,[],[]
1144298909,0,0,[],[]
1388367022,0,0,[],[]
1390283659,0,0,[],[]
1388746166,0,0,[],[]
1387123694,1,0,[1015733610],[]
1146848163,3,0,"[1149817182, 1030165033, 1442469769]",[]
1146855401,0,0,[],[]
1388468617,0,0,[],[]
6094650,0,0,[],[]
1386726699,0,0,[],[]
1385826199,0,0,[],[]
1028356375,0,0,[],[]
7289544,0,0,[],[]
1389099183,0,0,[],[]
1387559511,0,0,[],[]
1389260271,1,0,[1015733610],[]
1035338384,0,0,[],[]
1387441606,0,0,[],[]
1389374023,0,0,[],[]
1144285099,0,0,[],[]
1384913455,0,0,[],[]
1389700439,0,0,[],[]
1136526065,2,1,"[1019766509, 1385302715]",[1385302715]
1150876312,0,0,[],[]
1384568112,0,0,[],[]
1387656083,0,0,[],[]
1388427795,0,0,[],[]
1022067847,0,0,[],[]
1384431842,0,0,[],[]
1386847956,0,0,[],[]
1139768172,0,0,[],[]
1388902859,0,0,[],[]
1146930219,0,0,[],[]
1386554733,0,0,[],[]
1390141116,0,0,[],[]
1151123633,0,0,[],[]
1388250448,0,0,[],[]
1030246104,0,0,[],[]
1135724903,2,0,"[1017628023, 1028296679]",[]
1386680313,0,0,[],[]
8387834,0,0,[],[]
1034980101,0,0,[],[]
1389731860,0,0,[],[]
1388754911,0,0,[],[]
1388994892,1,0,[1015733610],[]
1385845107,0,0,[],[]
1033631618,0,0,[],[]
1025589149,0,0,[],[]
1015621019,0,0,[],[]
1385351492,0,4,[],"[1417642262, 1416725634, 1416712103, 1414495985]"
1138909558,0,0,[],[]
1146850750,0,0,[],[]
1389007859,1,0,[1015733610],[]
1384258753,0,0,[],[]
1389781302,0,0,[],[]
1389086653,0,0,[],[]
1389719456,0,0,[],[]
1030333788,0,0,[],[]
1389462524,0,0,[],[]
1390030188,0,0,[],[]
1389675181,0,0,[],[]
1387847380,0,0,[],[]
1385285565,0,0,[],[]
1142268798,0,0,[],[]
1388557340,0,0,[],[]
1388669907,0,0,[],[]
1389970688,0,0,[],[]
1388571871,0,0,[],[]
1389729313,0,0,[],[]
1135595434,0,0,[],[]
1027655420,0,0,[],[]
1388512411,0,0,[],[]
1386049124,0,0,[],[]
1389900744,0,0,[],[]
1389709505,0,0,[],[]
1389703264,0,0,[],[]
1389711494,0,0,[],[]
1389699996,0,0,[],[]
1387627732,0,2,[],"[1398906209, 1413389957]"
1148265881,1,1,[1146901980],[1146901980]
1388120763,0,0,[],[]
1389729477,0,1,[],[1149440171]
1387932453,0,0,[],[]
1147846592,0,0,[],[]
1147215613,0,0,[],[]
1146945843,1,29,[1387098891],"[1416746545, 1416864630, 1416744756, 1409482373, 1416654266, 1416805753, 1408102881, 1416884412, 1416849788, 1416810401, 1416809253, 1416814821, 1416522357, 1418174683, 1416719725, 1416578803, 1418824335, 1416721711, 1418702127, 1384212897, 1418545260, 1416528012, 1417647642, 1418538474, 1418992551, 1416831495, 1416809028, 1416804613, 1416820047]"
1142140365,0,0,[],[]
1016529029,5,1,"[1493638, 1428558543, 10205426, 8129415, 1036090014]",[1444971796]
1388064849,0,0,[],[]
6159137,0,0,[],[]
1144771631,0,2,[],"[1147588258, 1385065942]"
1389729283,0,0,[],[]
1141095234,0,0,[],[]
1389734590,0,0,[],[]
1389677200,0,0,[],[]
1145840254,0,0,[],[]
1386114755,0,0,[],[]
1031833009,0,0,[],[]
4566831,0,0,[],[]
1145991232,0,0,[],[]
1389677638,1,0,[1143215365],[]
1389675230,0,0,[],[]
1147156940,0,0,[],[]
1389658012,0,0,[],[]
1147527871,0,0,[],[]
1386543910,0,0,[],[]
1386728653,0,0,[],[]
1147614978,0,0,[],[]
1387552281,0,0,[],[]
1385309432,0,0,[],[]
5047492,1,0,[1434559609],[]
1150783332,0,0,[],[]
1014970420,0,0,[],[]
1136511173,0,1,[],[1141762379]
1015309234,0,0,[],[]
1389608174,0,0,[],[]
1016297081,0,0,[],[]
1146845259,0,0,[],[]
1141083084,0,0,[],[]
1385766782,0,0,[],[]
1033692239,0,0,[],[]
1141639058,22,22,"[1141756717, 1141607881, 1142024436, 1141683114, 1141803049, 1141632876, 1141918201, 1141800196, 1141782277, 1141777349, 1141361513, 1141764797, 1141649085, 1141652926, 1141799645, 1141676378, 1142203395, 1141609170, 1141643031, 1141777042, 1141720912, 1029075272]","[1141756717, 1141607881, 1142709497, 1142024436, 1141632876, 1141803049, 1141918201, 1141800196, 1141782277, 1141777349, 1141361513, 1141764797, 1141649085, 1141652926, 1141799645, 1141676378, 1142203395, 1141609170, 1141643031, 1141777042, 1141720912, 1029075272]"
1383428865,0,0,[],[]
1389664572,0,0,[],[]
1389652792,0,8,[],"[1415912512, 1418567797, 1028522982, 1391689193, 1415990282, 1423213705, 1423253882, 1423304394]"
1146846227,0,0,[],[]
1030333593,0,0,[],[]
1031202059,0,0,[],[]
1150717927,0,0,[],[]
1388713446,0,0,[],[]
1148232976,0,0,[],[]
1146882597,1,0,[1023694667],[]
1384008493,0,0,[],[]
1146862781,0,0,[],[]
1033911449,0,0,[],[]
1384336748,1,2,[1015132041],"[1386660670, 1384809263]"
1146528171,0,0,[],[]
1388763254,0,0,[],[]
1383463512,0,0,[],[]
1140150134,2,0,"[1015733610, 1560052]",[]
1387574004,0,0,[],[]
1387108925,2,2,"[1145406073, 1151315213]","[1145406073, 1151315213]"
1389033454,0,0,[],[]
1388906297,14,1,"[1389029514, 1388462657, 1388302044, 1388902668, 1383933051, 1386302376, 1388937187, 1386019731, 1151421137, 1388908122, 1388904541, 1388324373, 1389425350, 1390456505]",[1151421137]
1150127398,0,0,[],[]
1147427551,0,0,[],[]
1147706011,0,0,[],[]
1137005328,0,0,[],[]
1387719191,0,0,[],[]
12769737,0,3,[],"[1396136, 1383309549, 1396727027]"
1139037418,0,0,[],[]
